A11695255,,,,Blue,,7/19/2010,,,Dog,,"Terrier, Pit Bull",,,,,Grey / White,,Yes / Male,
6735,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
1 Years,,,,1/5/2016,,No,,,,,,,,,,,,,
A24687986,,,,Isis,,1/3/2012,,,Dog,,"Poodle, Miniature / Mix",,,,,Black / Grey,,Yes / Female,
6746,,,Inactive,10/12/2015 1:22:57 PM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
,,,,6/30/2015,,No,,,,,LIC Rabies,,7/16/2015,,,7/16/2018,,,
A24742397,,,,Arnold,,1/10/2003,,,Dog,,Beagle / Mix,,,,,Black / Brown / White,,Yes / Male,
6184,,,Current,8/8/2015 3:00:51 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,8/8/2016,,Yes,,,,,,,,,,,,,
A16593770,,,,Cody,,6/28/2009,,,Dog,,German Shepherd,,,,,Black / Tan,,Yes / Male,
7232,,,Current,6/29/2015 1:04:00 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/29/2016,,Yes,,,,,LIC Rabies,,5/20/2014,,,5/20/2017,,,
A22398824,,,,Pudgy,,4/6/2010,,,Dog,,Beagle,,,,,White / Brown,,Yes / Male,
7219,,,Current,6/24/2015 5:01:00 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/24/2016,,No,,,,,,,,,,,,,
A24063002,,,,Nino,,12/12/2013,,,Dog,,"Terrier, American Staffordshire / Retriever, Labrador",,,,,Brown / White,,Yes / Male,
6575,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24069114,,,,Domino,,3/12/2014,,,Dog,,Spaniel / Mix,,,,,White / Black,,Yes / Male,
6738,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,5/29/2014,,,5/29/2017,,,
A24667220,,,,Bean,,6/30/2013,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,No / Male,
6737,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24706369,,,,Barley,,5/31/2013,,,Dog,,Terrier / Mix,,,,,Black / Brown,,Yes / Male,
6744,,,Inactive,6/29/2015 11:03:54 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,4/3/2015,,,4/3/2020,,,
A24735074,,,,Woody,,10/30/2006,,,Dog,,"Spaniel, American Cocker / Poodle, Miniature",,,,,Black,,Yes / Male,
8943,,,Current,5/23/2016 8:52:45 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
1 Years,,,,5/23/2017,,No,,,,,LIC Rabies,,5/18/2014,,,5/18/2017,,,
A20315716,,,,Jupiter,,5/23/2009,,,Dog,,Great Dane / Mix,,,,,Black,,Yes / Male,
6093,,,Current,7/12/2015 11:17:30 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,Department of Health,
1 Years,,,,7/12/2016,,No,,,,,*Rabies,,7/12/2015,,,7/12/2016,,Aubrey Batten,
A28259492,,,,Milo,,9/2/2012,,,Dog,,"Terrier, American Pit Bull / Mix",,,,,Brown / White,,Yes / Male,
6092,,,Current,10/10/2015 1:13:43 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,10/10/2016,,No,,,,,*Rabies,,10/10/2015,,,10/10/2016,,,
A22867081,,,,Joker,,6/2/2006,,,Dog,,"Schnauzer, Miniature / Terrier",,,,,Black / Grey,,No / Male,
6581,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,1/1/2016,,No,,,,,,,,,,,,,
A24609597,,,,EJ,,12/19/2008,,,Dog,,Maltese / Mix,,,,,White,,Yes / Male,
6733,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24680876,,,,Booker,,1/2/2009,,,Dog,,"Terrier, Staffordshire Bull / Mix",,,,,Black / White,,Yes / Male,
6576,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24167547,,,,Bailey,,10/24/2013,,,Dog,,"Terrier, Staffordshire Bull / Mix",,,,,White / Chocolate,,Yes / Female,
6736,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24687998,,,,King,,9/4/2013,,,Dog,,"Terrier, Yorkshire / Mix",,,,,Tan,,Yes / Male,
7098,,,Expired,6/6/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
1 Years,,,,6/6/2016,,Yes,,,,,,,,,,,,,
A20197023,,,,Missy,,6/20/2012,,,Dog,,"Terrier, Yorkshire / Mix",,,,,Black / Tan,,Yes / Female,
6599,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
,,,,6/30/2015,,No,,,,,,,,,,,,,
A20660107,,,,Frankie,,2/6/2013,,,Dog,,Hound / Mix,,,,,Black / White,,Yes / Male,
6302,,,Current,7/7/2015 1:21:33 PM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,Department of Health,
1 Years,,,,7/7/2016,,Yes,,,,,,,,,,,,,
A14554810,,,,Powder,,5/22/2011,,,Dog,,"Terrier, Pit Bull / Mix",,,,,White,,Yes / Male,
7079,,,Current,5/30/2015 9:42:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
,,,,6/30/2016,,No,,,,,LIC Rabies,,10/29/2014,,,,,Danielle Shawen,
A27923888,,,,Rocket,,11/10/2009,,,Dog,,"Poodle, Miniature / Mix",,,,,White,,Yes / Male,
6582,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24518733,,,,Eeyore,,12/14/2012,,,Dog,,"Terrier, Cairn / Terrier, Border",,,,,Grey / White,,Yes / Female,
3555,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
1 Years,,,,1/5/2016,,No,,,,,LIC Rabies,,8/26/2013,,,8/26/2016,,,
A24708077,,,,Nabiya,,6/15/2012,,,Dog,,"Terrier, Jack Russell / Mix",,,,,White / Brown,,Yes / Female,
4144,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,WHS-WARL,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,3/8/2014,,,3/8/2017,,,
A24761093,,,,Mishti,,1/13/2014,,,Dog,,Pharaoh Hound / Mix,,,,,Yellow,,No / Female,
10813,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,1/13/2016,,No,,,,,,,,,,,,,
A24761714,,,,Rocky,,1/13/2011,,,Dog,,Catahoula Leopard dog / Mix,,,,,Brown,,Yes / Male,
10816,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,11/5/2013,,,11/5/2016,,,
A24762234,,,,Casper,,1/13/2013,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,Yes / Male,
6566,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
,,,,6/30/2015,,No,,,,,,,,,,,,,
A24670319,,,,Casper,,5/31/2014,,,Dog,,Argentine Dogo / Mix,,,,,White / Tan,,Yes / Male,
6567,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24673746,,,,Fiddle,,12/31/2013,,,Dog,,"Poodle, Miniature / Mix",,,,,White,,Yes / Male,
3446,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,National Capital Area Spay and Neuter Center,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24768975,,,,Duncan,,1/14/2014,,,Dog,,Shepherd / Mix,,,,,Black / Brown,,Yes / Male,
3472,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,National Capital Area Spay and Neuter Center,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,7/12/2014,,,,,,
A24757768,,,,Princess,,1/13/2009,,,Dog,,Miniature Pinscher / Mix,,,,,Black,,Yes / Female,
4145,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,WHS-WARL,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24760895,,,,Crayon,,1/13/2011,,,Dog,,Terrier / Mix,,,,,Tan / Black,,Yes / Male,
10817,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24762433,,,,Nellie,,9/23/2014,,,Dog,,"Poodle, Toy / Mix",,,,,Buff,,Yes / Female,
3419,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,National Capital Area Spay and Neuter Center,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,6/14/2014,,,6/14/2017,,,
A24765803,,,,Aussie,,1/14/2014,,,Dog,,"Pointer, German Shorthaired / Mix",,,,,Black / White,,Yes / Female,
3423,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,National Capital Area Spay and Neuter Center,,,$15.00,,Department of Health,
1 Years,,,,1/14/2016,,No,,,,,LIC Rabies,,6/14/2014,,,6/14/2017,,,
A24766243,,,,Buster,,1/14/2009,,,Dog,,"Chihuahua, Long Coat / Mix",,,,,Black / Brown,,Yes / Male,
10547,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24774096,,,,Red,,7/15/2014,,,Dog,,"Spaniel, Cavalier King Charles / Mix",,,,,Bronze / White,,Yes / Male,
6741,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24727319,,,,Adam,,,,,Dog,,"Bulldog, French / Mix",,,,,White / Brindle,,Yes / Male,
3463,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,9/5/2013,,,,,,
A24757087,,,,Jojo Rico,,1/13/2014,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brindle,,Yes / Male,
4565,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,National Capital Area Spay and Neuter Center,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,3/30/2014,,,,,,
A24757980,,,,Nyla,,1/13/2004,,,Dog,,Pomeranian / Mix,,,,,Black,,Yes / Female,
3475,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,National Capital Area Spay and Neuter Center,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,4/26/2014,,,,,,
A24759518,,,,Shai,,7/13/2014,,,Dog,,Terrier / Mix,,,,,Brindle / White,,Yes / Female,
10815,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24762070,,,,Pippin,,1/13/2013,,,Dog,,Hound / Pointer,,,,,Brindle,,Yes / Male,
6573,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
,,,,6/30/2015,,No,,,,,,,,,,,,,
A22563176,,,,Baxter,,4/29/2009,,,Dog,,Beagle / Mix,,,,,Black / Tan,,Yes / Male,
4929,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,1/6/2016,,No,,,,,,,,,,,,,
A24489684,,,,Shimmer,,10/9/2014,,,Dog,,"Terrier, American Staffordshire / Mix",,,,,White / Grey,,Yes / Female,
4146,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,WHS-WARL,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24760820,,,,Fletch,,1/13/2009,,,Dog,,"Retriever, Golden / Mix",,,,,Blond,,Yes / Male,
10369,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24762855,,,,Pau,,8/13/2014,,,Dog,,"Retriever, Golden / Mix",,,,,Cream,,Yes / Male,
3422,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,National Capital Area Spay and Neuter Center,,,$15.00,,Department of Health,
1 Years,,,,1/14/2016,,No,,,,,LIC Rabies,,6/14/2014,,,6/14/2017,,,
A24765732,,,,Nittany,,1/14/2011,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,No / Male,
4151,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,WHS-WARL,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,10/26/2012,,,,,,
A24760219,,,,Emmitt,,1/13/2012,,,Dog,,"Retriever, Labrador / Mix",,,,,Fawn,,Yes / Male,
10811,,,Inactive,8/10/2015 1:09:42 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24761301,,,,Patch,,1/13/2013,,,Dog,,Old English Sheepdog / Mix,,,,,White / Grey,,Yes / Male,
10368,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,9/26/2014,,,9/26/2017,,,
A24762541,,,,Toga,,1/13/2007,,,Dog,,Beagle / Mix,,,,,Brown / White,,Yes / Female,
10370,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24765303,,,,Ruby,,8/14/2014,,,Dog,,"Retriever, Golden / Mix",,,,,Golden,,Yes / Female,
9104,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,12/23/2013,,,12/23/2016,,,
A24769676,,,,Rufus,,1/14/2007,,,Dog,,Basset Hound / Mix,,,,,White,,Yes / Male,
10807,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24761218,,,,Montgomery,,1/13/2013,,,Dog,,Terrier / Mix,,,,,Brown / Black,,Yes / Male,
6553,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$15.00,,New York Ave,
,,,,6/30/2015,,No,,,,,,,,,,,,,
A24634847,,,,Joy,,8/2/2014,,,Dog,,Shepherd / Mix,,,,,Tan / Black,,Yes / Female,
10371,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24765370,,,,Baxter,,1/14/2005,,,Dog,,"Terrier, Jack Russell / Mix",,,,,Brown / White,,Yes / Male,
3435,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,National Capital Area Spay and Neuter Center,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,6/26/2014,,,6/26/2017,,,
A24767072,,,,Cupcake,,1/14/2012,,,Dog,,Beagle / Mix,,,,,Black / Brown,,Yes / Female,
9127,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,4/5/2014,,,4/5/2017,,,
A24769893,,,,Maple,,1/14/2012,,,Dog,,Pointer / Mix,,,,,White / Brown,,Yes / Female,
10536,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24773472,,,,Drake,,1/15/2009,,,Dog,,"Collie, Smooth / Mix",,,,,Brown / Black,,Yes / Male,
10888,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24776478,,,,Supernat,,1/15/2011,,,Dog,,Rhodesian Ridgeback / Boxer,,,,,Tan,,Yes / Female,
10892,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,12/1/2013,,,12/1/2016,,,
A24776628,,,,Sassy,,1/15/2005,,,Dog,,"Poodle, Standard / Mix",,,,,White,,Yes / Female,
10874,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24778431,,,,Lily,,1/15/2009,,,Dog,,Shetland Sheepdog / Mix,,,,,Brown / White,,Yes / Female,
10356,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24781359,,,,Bimini,,1/16/2011,,,Dog,,"Shih Tzu / Poodle, Standard",,,,,White / Black,,Yes / Female,
6747,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,1/7/2015,,,1/7/2018,,,
A19270879,,,,Kerfuffle,,3/2/2011,,,Dog,,"Spaniel, American Cocker / Poodle, Miniature",,,,,Beige,,Yes / Male,
9102,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24769747,,,,Zia,,7/14/2014,,,Dog,,Australian Shepherd / Mix,,,,,Grey / Black,,Yes / Female,
9123,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,7/9/2014,,,7/9/2017,,,
A24770056,,,,Coco,,,,,Dog,,"Poodle, Toy / Mix",,,,,White,,Yes / Female,
10373,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24774285,,,,Calvin,,1/15/2002,,,Dog,,Beagle / Mix,,,,,Grey,,Yes / Male,
10375,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24774520,,,,Barry,,1/15/2011,,,Dog,,Basenji / Mix,,,,,Blond,,Yes / Male,
10883,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,,,,,,,,,
A24775183,,,,Lucy,,1/15/2013,,,Dog,,Catahoula Leopard dog / Mix,,,,,Beige / Grey,,Yes / Female,
10894,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,Department of Health,
1 Years,,,,6/30/2015,,No,,,,,LIC Rabies,,2/4/2014,,,2/4/2017,,,
A24776868,,,,Britters,,1/15/2014,,,Dog,,"Chihuahua, Short Coat / Mix",,,,,Black / Tan,,Yes / Female,
6011,,,Current,6/30/2015 12:00:05 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,New York Ave,
