A10967578,,,,Panda,,1/16/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Black / White,,Yes / Male,
0009,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13449431,,,,Sasha,,1/23/2002,,,Dog,,Chow Chow,,,,,Rust,,Yes / Male,
5033,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,5/27/2014,,No,,,,,,,,,,,,,
A17445130,,,,Simba,,10/11/2010,,,Dog,,"Retriever, Labrador / Hound",,,,,Black / White,,Yes / Male,
0098,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A18708626,,,,Dinah,,4/1/2009,,,Dog,,"Coonhound, American English",,,,,Black / Tan,,Yes / Female,
3775,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18913572,,,,Orson,,8/15/2012,,,Dog,,"Retriever, Golden",,,,,Golden,,No / Male,
0130,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A18913654,,,,Brady,,1/15/2008,,,Dog,,"Bulldog, English",,,,,White / Brown,,Yes / Male,
5313,,,Cancelled (Deceased),2/21/2013 6:25:46 PM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19016577,,,,Thibeaux,,4/24/2012,,,Dog,,"Retriever, Labrador / Boxer",,,,,Fawn / White,,Yes / Male,
3924,,,Inactive,1/2/2014 3:07:56 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19052073,,,,Bark,,7/31/2011,,,Dog,,"Collie, Smooth / German Shepherd",,,,,Black / Tan,,Yes / Female,
3931,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19054545,,,,Lulu,,1/30/2003,,,Dog,,"Dachshund, Miniature Long Haired",,,,,Black / Tan,,Yes / Female,
3934,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19066245,,,,Rosie,,8/2/2010,,,Dog,,"Retriever, Labrador / Poodle, Standard",,,,,Brown,,Yes / Female,
3912,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19046007,,,,Mia,,1/29/2006,,,Dog,,"Pointer / Retriever, Labrador",,,,,Brown / White,,Yes / Female,
3939,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19068992,,,,Beethoven,,2/1/2010,,,Dog,,Leonberger,,,,,Black / Grey,,Yes / Male,
5378,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19073204,,,,Ramses,,2/2/2010,,,Dog,,"Hound / Retriever, Labrador",,,,,Brown / White,,Yes / Male,
4011,,,Inactive,10/17/2013 3:30:28 PM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,LIC Rabies,,9/13/2013,,,9/13/2016,,Jocelyn Gully,
A02921764,,,,Oliver,,8/16/2000,,,Dog,,"Retriever, Labrador / Poodle, Standard",,,,,Tan,,Yes / Female,
0712,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A06392944,,,,Arbor,,6/6/2006,,,Dog,,Old English Sheepdog,,,,,Blue / White,,Yes / Male,
5377,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A16941215,,,,Brody,,8/9/2011,,,Dog,,Boxer / Mix,,,,,Brown / Yellow,,Yes / Male,
5557,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18798539,,,,Cabbage,,9/27/2012,,,Dog,,"Retriever, Golden / Mix",,,,,Tan / White,,Yes / Female,
3733,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18824812,,,,Ollie,,1/2/2010,,,Dog,,Miniature Pinscher / Mix,,,,,Black / Brown,,Yes / Male,
3738,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18825798,,,,Twinkie,,1/2/2007,,,Dog,,"Retriever, Labrador",,,,,Yellow,,Yes / Female,
3765,,,Inactive,7/15/2014 12:36:12 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18874436,,,,Obadiah,,1/9/2002,,,Dog,,"Poodle, Miniature",,,,,Black,,Yes / Male,
3787,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18915180,,,,Tip,,1/15/2008,,,Dog,,German Shepherd,,,,,Black / Tan,,Yes / Male,
5788,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18949533,,,,Rudy,,1/20/2005,,,Dog,,Pug,,,,,Tan,,Yes / Male,
3910,,,Inactive,6/27/2014 12:58:17 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19006589,,,,Teddi Bear,,1/23/2009,,,Dog,,Bichon Frise,,,,,White,,Yes / Male,
5341,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19018355,,,,Miles Davis,,1/25/2011,,,Dog,,"Retriever, Labrador / Beagle",,,,,Golden / White,,Yes / Male,
3913,,,Inactive,12/31/2013 11:06:16 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19045872,,,,Max,,1/29/2003,,,Dog,,Border Collie / Mix,,,,,Black / White,,Yes / Male,
4702,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13506362,,,,Rocky,,1/4/2008,,,Dog,,Mastiff / Mix,,,,,Brindle,,Yes / Male,
3952,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A16609766,,,,Scout,,10/8/2011,,,Dog,,Terrier / Mix,,,,,Black / White,,Yes / Female,
5729,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A17117056,,,,Bella,,8/31/2011,,,Dog,,Boxer / Mix,,,,,Black / White,,Yes / Female,
5149,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A17391895,,,,Chili Bean,,9/8/2012,,,Dog,,Terrier / Mix,,,,,Apricot,,Yes / Female,
3743,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18835566,,,,Chena,,1/3/2001,,,Dog,,Xoloitzcuintli / Mix,,,,,Brown,,Yes / Female,
3746,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18842954,,,,Finley,,1/4/2011,,,Dog,,Xoloitzcuintli / Mix,,,,,White / Black,,Yes / Male,
3747,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18857124,,,,Bodhi,,9/10/2012,,,Dog,,"Retriever, Labrador / Mix",,,,,Brindle,,Yes / Female,
3792,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18915444,,,,Holliday,,1/15/2009,,,Dog,,Terrier / Mix,,,,,Grey,,Yes / Female,
5710,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18930316,,,,Wilbur,,10/18/2012,,,Dog,,"Terrier, American Pit Bull / Mix",,,,,Black / White,,Yes / Male,
5540,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18934914,,,,Pepper,,1/18/1997,,,Dog,,Border Collie / Mix,,,,,Black / White,,Yes / Female,
0730,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,Washington Humane Society,,,,,$15.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A19031145,,,,Kuba,,1/27/2012,,,Dog,,"Retriever, Labrador / Poodle, Standard",,,,,Golden,,Yes / Male,
3992,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19039783,,,,Marshall,,9/1/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Tan / White,,Yes / Male,
3923,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19051284,,,,Whiskey,,1/30/2009,,,Dog,,"Terrier, Soft Coated Wheaten",,,,,Golden,,Yes / Male,
4748,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12883336,,,,Vincent,,4/14/2006,,,Dog,,"Rottweiler / Retriever, Labrador",,,,,Black / Brown,,Yes / Male,
5330,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13537715,,,,Bella,,9/14/2010,,,Dog,,Hound / Mix,,,,,Black / White,,Yes / Female,
5929,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A14509360,,,,Beyonce,,11/15/2009,,,Dog,,Affenpinscher,,,,,Black,,Yes / Female,
5195,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A15089852,,,,Quincy,,1/23/2008,,,Dog,,"Terrier, Yorkshire / Mix",,,,,Grey / Black,,Yes / Male,
5934,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A15869388,,,,Atka,,4/9/2010,,,Dog,,Siberian Husky / Mix,,,,,White / Grey,,Yes / Female,
5554,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A17013690,,,,Ascii,,3/3/2012,,,Dog,,"Coonhound, Redbone / Mix",,,,,Tan,,Yes / Male,
5369,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A17412482,,,,Westley,,7/7/2010,,,Dog,,"Terrier, American Staffordshire / Plott Hound",,,,,Brindle,,Yes / Male,
4495,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,Washington Humane Society,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19080517,,,,Marsha,,6/4/2012,,,Dog,,Shepherd / Mix,,,,,Black / Brindle,,Yes / Female,
3946,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19088180,,,,Amira,,2/5/2009,,,Dog,,Shih Tzu,,,,,Brown / White,,Yes / Female,
3964,,,Inactive,3/26/2014 12:15:35 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19100030,,,,Cameron,,2/6/2008,,,Dog,,Beagle / Mix,,,,,Black / Tan,,Yes / Female,
5556,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18798527,,,,Brussel Sprout,,9/27/2012,,,Dog,,"Retriever, Golden / Mix",,,,,Tan / White,,Yes / Male,
3744,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18833305,,,,Gwendolyn's Champion Kirin von TischerTeegan Duets,,1/3/2004,,,Dog,,Miniature Pinscher,,,,,Red,,Yes / Male,
3749,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18857766,,,,Ruby,,1/7/2009,,,Dog,,"Coonhound, Treeing Walker",,,,,White / Brown,,Yes / Female,
3909,,,Inactive,4/25/2014 5:24:23 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18853659,,,,Bandit/ Sampson,,7/7/2010,,,Dog,,Siberian Husky / Mix,,,,,Black / White,,Yes / Male,
5332,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A16242604,,,,Tutty,,5/20/2007,,,Dog,,Shih Tzu / Mix,,,,,Black / White,,Yes / Female,
3752,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18858303,,,,Cooper,,1/7/2010,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,Yes / Male,
3777,,,Inactive,1/14/2014 3:45:58 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18913773,,,,Cheyenne,,3/6/2009,,,Dog,,Hound,,,,,White / Brown,,Yes / Female,
3784,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18914142,,,,Ruby,,1/15/2003,,,Dog,,Xoloitzcuintli / Mix,,,,,Black / Brown,,Yes / Female,
2567,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18950742,,,,Pie,,1/20/1998,,,Dog,,"Spaniel, American Cocker / Mix",,,,,Black,,Yes / Female,
0629,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A19080391,,,,Maxx,,2/4/2006,,,Dog,,Beagle / Mix,,,,,Black / White,,Yes / Male,
3945,,,Inactive,3/20/2014 11:44:22 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19082529,,,,Lola,,2/4/2008,,,Dog,,"Welsh Corgi, Pembroke / Mix",,,,,Fawn / White,,Yes / Female,
5767,,,Inactive,4/25/2014 6:09:37 PM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19087588,,,,Sadie,,4/25/2010,,,Dog,,"Terrier, American Staffordshire / Terrier, Bull",,,,,Tan / Brown,,Yes / Female,
3958,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19097707,,,,Romeo,,2/6/2009,,,Dog,,"Dachshund, Miniature Long Haired",,,,,Chocolate,,Yes / Male,
5722,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19117334,,,,Ida B,,2/8/2012,,,Dog,,Rottweiler / Mix,,,,,Black / Tan,,Yes / Female,
0115,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A19128232,,,,Bella,,,,,Dog,,Beagle / Mix,,,,,Black / Brown,,Yes / Female,
5751,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A10712884,,,,Big Boy,,10/12/2009,,,Dog,,"Bulldog, American / Mix",,,,,Black / White,,Yes / Male,
5197,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A15089814,,,,Chloe,,1/23/2007,,,Dog,,"Terrier, Yorkshire / Mix",,,,,Brown / Black,,Yes / Female,
4755,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A16578124,,,,Onyx,,6/27/2011,,,Dog,,"Schnauzer, Miniature / Mix",,,,,Grey / Black,,Yes / Male,
5727,,,Cancelled (Deceased),1/5/2013 12:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A17164957,,,,Lil Miss,,1/7/2012,,,Dog,,"Terrier, American Staffordshire / Mix",,,,,Brown / White,,Yes / Female,
5732,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12633884,,,,Kenny,,3/8/2007,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,Yes / Male,
0139,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A17540464,,,,Schultze,,5/27/2010,,,Dog,,German Shepherd,,,,,Orange / Black,,Yes / Male,
5395,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18857558,,,,Virginia,,7/7/2012,,,Dog,,"Terrier, American Pit Bull / Catahoula Leopard dog",,,,,Tan / White,,Yes / Female,
3751,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18858077,,,,Samsara,,1/7/2005,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,Yes / Female,
3759,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18876061,,,,Toby,,1/9/2012,,,Dog,,"Spaniel, Cavalier King Charles / Bichon Frise",,,,,Black / White,,Yes / Male,
3758,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18876163,,,,Grace,,10/10/2011,,,Dog,,Terrier / Beagle,,,,,White / Brown,,Yes / Female,
3766,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18887510,,,,Brie,,6/11/2012,,,Dog,,"Retriever, Labrador / Hound",,,,,Tan / Brown,,Yes / Female,
0707,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A18887644,,,,Lola,,3/11/2012,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,Yes / Female,
0131,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A18681554,,,,Sirius,,5/20/2008,,,Dog,,Border Collie,,,,,Black / White,,Yes / Male,
0706,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A18887618,,,,Seamus,,3/11/2012,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,Yes / Male,
3954,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19095504,,,,Sarge,,2/6/2003,,,Dog,,"Chihuahua, Short Coat / Shih Tzu",,,,,Tan / White,,Yes / Male,
3961,,,Inactive,4/14/2014 11:57:31 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19098647,,,,Remi,,2/6/2011,,,Dog,,Shih Tzu,,,,,Grey / Brown,,Yes / Male,
5394,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Animal Care and Control,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18835992,,,,Bones,,9/3/2012,,,Dog,,"Terrier, American Staffordshire / Mix",,,,,Black / White,,Yes / Male,
3956,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19097494,,,,Boots,,2/6/2012,,,Dog,,"Pointer / Retriever, Labrador",,,,,Black,,Yes / Female,
0634,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
