A19256526,,,,Arnie,,2/28/2007,,,Dog,,"Retriever, Labrador / Mix",,,,,Yellow,,No / Male,
4723,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19256565,,,,Cocolate Jones,,11/10/2012,,,Dog,,Pekingese,,,,,Black / White,,No / Female,
0306,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A19191392,,,,Blue,,2/19/2009,,,Dog,,Cane Corso / Mix,,,,,Grey / Blue,,No / Male,
0201,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A19741199,,,,Ginger,,9/26/2012,,,Dog,,Cane Corso,,,,,Blue,,No / Female,
4735,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19669199,,,,Shadow,,4/17/2011,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Black,,Yes / Male,
4734,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19350183,,,,Poppy,,3/6/2008,,,Dog,,Miniature Pinscher / Mix,,,,,Black / Brown,,No / Male,
0207,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A19930703,,,,Pepper,,5/20/2004,,,Dog,,Siberian Husky,,,,,Black / Grey,,No / Female,
1011,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20143734,,,,Ciro,,6/13/2011,,,Dog,,German Shepherd,,,,,Sable,,No / Male,
1001,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20143885,,,,Ali,,6/13/2012,,,Dog,,German Shepherd,,,,,Black,,No / Male,
0910,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A19128968,,,,Maco,,8/1/2002,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
1010,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A19130504,,,,Chris,,11/5/2004,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
3788,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,LIC Rabies,,12/27/2013,,,12/27/2016,,,
A18915238,,,,Jersey Girl,,12/12/2012,,,Dog,,"Shepherd / Terrier, Airedale",,,,,Brown / Black,,Yes / Female,
0928,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A19128740,,,,Svetly,,7/25/2006,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
1016,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A19129040,,,,Edik,,3/10/2005,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0909,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A19130787,,,,Mac,,10/16/2008,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,No / Male,
1008,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A19130912,,,,Canto,,1/6/2008,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
2900,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Animal Care and Control,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A19685589,,,,Sapphire,,10/8/2012,,,Dog,,Akita / Mix,,,,,Cream,,Yes / Female,
0901,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Animal Care and Control,,,,,$50.00,,,
,,,,6/11/2014,,Yes,,,,,,,,,,,,,
A19685589,,,,Sapphire,,10/8/2012,,,Dog,,Akita / Mix,,,,,Cream,,Yes / Female,
4147,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,Washington Humane Society,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19350271,,,,Sweetie,,11/20/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Bronze / White,,No / Female,
1014,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20143919,,,,Derek,,7/13/2012,,,Dog,,Shepherd / Mix,,,,,Tan,,No / Male,
0926,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20144268,,,,Rolf,,,,,Dog,,Shepherd / Mix,,,,,Tan,,No / Male,
0133,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A19958994,,,,Roscoe,,5/23/2011,,,Dog,,"Terrier, Jack Russell / Mix",,,,,White / Brown,,No / Male,
5999,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Animal Care and Control,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19377197,,,,Teddy,,9/9/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / White,,No / Male,
0058,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A19401779,,,,Ouji-sama,,12/13/2012,,,Dog,,Shiba Inu,,,,,Black / Tan,,No / Male,
2545,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19401779,,,,Ouji-sama,,12/13/2012,,,Dog,,Shiba Inu,,,,,Black / Tan,,No / Male,
2563,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19519403,,,,Lucifer,,8/27/2012,,,Dog,,Doberman Pinscher,,,,,Black / Tan,,No / Male,
2570,,,Inactive,8/7/2014 11:48:19 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19491369,,,,Marlee,,3/26/2010,,,Dog,,"Retriever, Labrador / Chow Chow",,,,,Golden,,No / Male,
5953,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Animal Care and Control,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,SNC 3-YR RABIES,,10/20/2014,,,10/20/2017,,Megan Weant,
A19647561,,,,Spot,,4/14/2012,,,Dog,,"Terrier, American Staffordshire / Bulldog, American",,,,,White / Brindle,,Yes / Male,
5958,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Animal Care and Control,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19722945,,,,Apollo,,4/24/2012,,,Dog,,Doberman Pinscher,,,,,Black / Tan,,No / Male,
4754,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,*Rabies,,5/5/2016,,,5/5/2017,,Aristides Torres,
A19616573,,,,Katila,,8/10/2011,,,Dog,,Bulldog / Mix,,,,,Brown / Black,,Yes / Female,
4845,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,Spay & Neuter Center,
1 Years,,,,6/30/2014,,No,,,,,,,,,,,,,
A22818798,,,,Grays Maximus,,4/27/2013,,,Dog,,"Retriever, Labrador",,,,,Golden,,No / Male,
4854,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,Spay & Neuter Center,
1 Years,,,,6/30/2014,,No,,,,,,,,,,,,,
A22824582,,,,Taz Shade,,5/28/2008,,,Dog,,"Terrier, American Pit Bull",,,,,Brindle,,No / Male,
4868,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,Spay & Neuter Center,
1 Years,,,,6/30/2014,,No,,,,,,,,,,,,,
A22866949,,,,Princess,,6/2/2012,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,No / Female,
1004,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20143818,,,,Ben,,6/13/2011,,,Dog,,German Shepherd,,,,,Black,,No / Male,
2575,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19214408,,,,Camelo,,2/25/2007,,,Dog,,German Shepherd / Rottweiler,,,,,Tan / Black,,No / Male,
4720,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19256406,,,,Nyla,,2/28/2002,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Grey,,No / Female,
2509,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19368146,,,,Oscar,,9/7/2007,,,Dog,,"Spaniel, Cavalier King Charles / Bichon Frise",,,,,White / Brown,,No / Male,
5770,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Animal Care and Control,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19377181,,,,Panda,,9/9/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Black / White,,No / Male,
2541,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19399080,,,,Coco,,3/13/2010,,,Dog,,Chow Chow / Mix,,,,,Black,,No / Male,
1003,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20143854,,,,Banker/Stryker,,6/13/2011,,,Dog,,German Shepherd,,,,,Black / Tan,,No / Male,
0905,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20144165,,,,Haas,,6/13/2011,,,Dog,,German Shepherd,,,,,Black / Tan,,No / Male,
0914,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20144208,,,,Max0,,6/13/2011,,,Dog,,Shepherd / Mix,,,,,Tan,,No / Male,
0915,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20144240,,,,Messy,,6/13/2011,,,Dog,,Shepherd / Mix,,,,,Tan,,No / Male,
5180,,,Inactive,6/4/2014 9:50:00 PM,,Dog License No S/N,,,,,DC Animal Care and Control,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20106911,,,,Moncho,,12/9/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brindle,,No / Male,
4850,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,Spay & Neuter Center,
1 Years,,,,6/30/2014,,Yes,,,,,LIC Rabies,,7/23/2013,,,7/23/2016,,,
A19238220,,,,Blue,,8/26/2011,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Grey / White,,No / Male,
4857,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,Spay & Neuter Center,
1 Years,,,,6/30/2014,,Yes,,,,,,,,,,,,,
A17296915,,,,Sashi,,9/24/2007,,,Dog,,"Dachshund, Standard Smooth Haired",,,,,Red,,No / Female,
5607,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,DC Animal Care and Control,,,$50.00,,Foster Program,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A20780231,,,,Hazel,,8/22/2010,,,Dog,,Shepherd / Mix,,,,,Blond,,No / Female,
4869,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,Spay & Neuter Center,
1 Years,,,,6/30/2014,,No,,,,,,,,,,,,,
A22867056,,,,Boss,,2/24/2014,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown,,No / Male,
4875,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,Spay & Neuter Center,
1 Years,,,,6/30/2014,,No,,,,,,,,,,,,,
A22868495,,,,Change,,11/2/2013,,,Dog,,"Terrier, Pit Bull",,,,,White / Brown,,No / Male,
4931-14,,,Inactive,6/23/2014 2:36:48 PM,,Dog License No S/N,,,,,DC Department of Health,,,,,,,,
,,,,6/30/2014,,No,,,,,LIC Rabies,,6/14/2014,,,6/14/2017,,,
A20139117,,,,Kina,,6/13/2011,,,Dog,,"Terrier, American Pit Bull / Mix",,,,,Black / Brown,,No / Female,
4812,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,Spay & Neuter Center,
1 Years,,,,5/13/2015,,No,,,,,,,,,,,,,
