A11563288,,,,Elsie,,,,,Dog,,"Retriever, Labrador / Mix",,,,,Black / Brown,,Yes / Female,
1248,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A03075602,,,,BJ,,2/14/2001,,,Dog,,Shih Tzu / Shih Tzu,,,,,Black / White,,Yes / Male,
1578,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A06392944,,,,Arbor,,6/6/2006,,,Dog,,Old English Sheepdog,,,,,Blue / White,,Yes / Male,
0022,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A07288345,,,,Benjamin,,9/8/2008,,,Dog,,"Welsh Corgi, Cardigan / Mix",,,,,Black / Black,,Yes / Male,
1853,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A07816094,,,,Midnight,,8/24/2007,,,Dog,,"Terrier, Yorkshire / Poodle, Toy",,,,,Black / Tan,,No / Male,
2260,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A10907080,,,,Hobo,,7/7/2009,,,Dog,,"Retriever, Golden / Poodle, Standard",,,,,Yellow,,Yes / Male,
2262,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A10907148,,,,Sparky,,7/8/2005,,,Dog,,"Retriever, Labrador",,,,,Black,,Yes / Male,
1969,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A11811142,,,,Pansy,,11/4/2005,,,Dog,,"Great Dane / Retriever, Labrador",,,,,Black / White,,Yes / Female,
1045,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A01444949,,,,Bailey,,10/15/2005,,,Dog,,Hound / Mix,,,,,Brown / White,,Yes / Male,
2196,,,Inactive,4/14/2014 11:55:58 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,LIC Rabies,,3/5/2014,,,3/5/2017,,,
A02023016,,,,RAVE,,3/5/2006,,,Dog,,Boxer,,,,,Fawn / Red,,Yes / Female,
1044,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A01263686,,,,Stretch,,9/25/2005,,,Dog,,"Coonhound, Redbone / Vizsla, Smooth Haired",,,,,Tan / White,,Yes / Male,
0012,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A01256548,,,,Rocky,,5/13/2004,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / White,,Yes / Male,
1327,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A09473885,,,,Sheeba,,2/15/2010,,,Dog,,Siberian Husky / Mix,,,,,Black / White,,Yes / Female,
5014,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A10510844,,,,Troy,,12/20/2009,,,Dog,,"Perro de Presa Canario / Terrier, American Pit Bull",,,,,Black / White,,Yes / Male,
0815,,,Inactive,4/12/2014 12:52:22 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A10160084,,,,Leo,,5/20/2009,,,Dog,,"Terrier, American Pit Bull / Mix",,,,,Black / White,,Yes / Male,
1450,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A07324251,,,,Winston,,2/19/2005,,,Dog,,"Poodle, Miniature / Mix",,,,,White,,Yes / Male,
5044,,,Inactive,9/25/2013 1:36:48 PM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,*Rabies,,2/14/2016,,,2/14/2019,,,
A07669170,,,,Finnick,,5/23/2012,,,Dog,,Miniature Pinscher,,,,,Black / Brown,,Yes / Male,
0393,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A02435587,,,,Oliver,,5/16/2002,,,Dog,,Beagle / Mix,,,,,Black / Brown,,Yes / Male,
4564,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A02046637,,,,Smokey,,4/3/2006,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / White,,Yes / Male,
2188,,,Cancelled (Deceased),11/26/2012 12:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A08915979,,,,Pluto,,10/27/2004,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,Yes / Male,
1699,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A11654183,,,,Rocky,,2/16/2008,,,Dog,,"Terrier, American Pit Bull / Boxer",,,,,Brown,,Yes / Male,
0874,,,Inactive,3/20/2014 11:34:28 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12500904,,,,Dooley,,7/14/2007,,,Dog,,Havanese,,,,,Tan,,Yes / Male,
4231,,,Inactive,7/24/2014 5:17:38 PM,,Dog License S/N,,,,,WHS-WARL,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12721231,,,,Ray,,3/21/2010,,,Dog,,"Terrier, American Pit Bull / Mix",,,,,Rust,,Yes / Male,
5444,,,Expired,11/17/2012 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,11/17/2012,,No,,,,,,,,,,,,,
A12924864,,,,Lindsay,,4/20/2009,,,Dog,,"Terrier, Soft Coated Wheaten",,,,,Tan,,Yes / Female,
5571,,,Expired,6/27/2012 12:00:00 AM,,Dog License S/N,,,,,Vanessa,,,,,$15.00,,,
,,,,6/27/2012,,No,,,,,,,,,,,,,
A13444854,,,,Diamomd,,6/27/2008,,,Dog,,Akita / Mix,,,,,Black,,Yes / Female,
3019,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12949257,,,,Zeus,,,,,Dog,,"Terrier, Yorkshire / Mix",,,,,Black / Brown,,Yes / Male,
1427,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12765853,,,,Honey,,8/28/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / White,,Yes / Female,
3287,,,Inactive,4/21/2014 3:11:50 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13656736,,,,Mishka,,9/24/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,White / Tan,,Yes / Female,
1339,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12838779,,,,Logan,,10/8/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Tan,,Yes / Female,
3049,,,Inactive,3/21/2014 12:15:50 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12769455,,,,Cortazar,,3/28/2009,,,Dog,,Shepherd / Mix,,,,,Brown / Black,,Yes / Male,
3203,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A10938964,,,,Mina,,7/12/2009,,,Dog,,"Retriever, Labrador / Terrier, Pit Bull",,,,,Tan / White,,Yes / Female,
5474,,,Expired,6/30/2012 12:00:00 AM,,Dog License S/N,,,,,DCACC,,,,,$15.00,,,
,,,,6/30/2012,,No,,,,,,,,,,,,,
A10938964,,,,Mina,,7/12/2009,,,Dog,,"Retriever, Labrador / Terrier, Pit Bull",,,,,Tan / White,,Yes / Female,
4135,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,Washington Humane Society,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12994707,,,,Domonique,,5/5/2010,,,Dog,,Rottweiler / Mix,,,,,Black / Tan,,Yes / Female,
1227,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12829987,,,,London,,4/7/2009,,,Dog,,"Poodle, Miniature / Terrier, Yorkshire",,,,,Black,,Yes / Female,
4598,,,Expired,6/28/2013 12:02:27 PM,,Dog License S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,LIC Rabies,,6/28/2013,,,6/28/2016,,,
A11415661,,,,Crazy,,9/10/2006,,,Dog,,"Terrier, Pit Bull / Mix",,,,,White,,Yes / Male,
1443,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12728231,,,,Nietzsche,,3/22/2007,,,Dog,,"Terrier, Staffordshire Bull",,,,,Grey / White,,Yes / Male,
5639,,,Expired,5/11/2012 12:00:00 AM,,Dog License S/N,,,,,DCACC,,,,,$15.00,,,
,,,,5/11/2012,,No,,,,,,,,,,,,,
A13067425,,,,Seamus,,5/11/2004,,,Dog,,"Retriever, Labrador",,,,,Black,,Yes / Male,
1228,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13040536,,,,Lindsey,,5/7/2006,,,Dog,,"Beagle / Chihuahua, Long Coat",,,,,White / Tan,,Yes / Female,
2444,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A14035411,,,,Gabie,,9/11/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / White,,Yes / Female,
5224,,,Expired,6/30/2012 12:00:00 AM,,Dog License S/N,,,,,DCACC/CSC,,,,,$15.00,,,
,,,,6/30/2012,,No,,,,,,,,,,,,,
A13586898,,,,Shorty,,7/15/2000,,,Dog,,Lhasa Apso,,,,,Black / White,,Yes / Male,
5224,,,Expired,6/30/2012 12:00:00 AM,,Dog License S/N,,,,,DCACC/SC,,,,,$15.00,,,
,,,,6/30/2012,,No,,,,,LIC Rabies,,6/26/2015,,,6/26/2016,,,
A13586683,,,,Byscut,,11/25/2004,,,Dog,,Shih Tzu,,,,,Tan / White,,Yes / Male,
1721,,,Inactive,1/17/2014 11:40:26 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A11860728,,,,Boomer,,10/27/2002,,,Dog,,"Retriever, Golden",,,,,Golden,,Yes / Male,
2054,,,Inactive,7/14/2014 1:15:27 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13265275,,,,Sampson,,2/3/2009,,,Dog,,Boxer / Rhodesian Ridgeback,,,,,Brown / Tan,,Yes / Male,
1246,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12411954,,,,Sparke,,8/17/2008,,,Dog,,"Terrier, Yorkshire / Mix",,,,,Grey / Brown,,Yes / Female,
2398,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13007553,,,,Rocco,,5/3/2008,,,Dog,,Pug,,,,,Black / Black,,Yes / Male,
2454,,,Inactive,12/23/2013 10:09:31 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13304233,,,,Echo,,3/9/2011,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,Yes / Female,
5557,,,Expired,6/25/2012 12:00:00 AM,,Dog License S/N,,,,,Nichelle Bolden,,,,,$15.00,,,
,,,,6/25/2012,,No,,,,,,,,,,,,,
A13434004,,,,Jack,,6/25/2005,,,Dog,,"Retriever, Labrador / Chow Chow",,,,,Red / Brown,,Yes / Male,
0608,,,Inactive,1/9/2014 11:13:52 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A10903137,,,,Phoebe,,5/7/2010,,,Dog,,"Terrier, Pit Bull / Shepherd",,,,,Fawn / Black,,Yes / Female,
4625,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A09365571,,,,Little Missy,,11/24/2006,,,Dog,,"Retriever, Labrador / Mix",,,,,Tan / Beige,,Yes / Female,
3488,,,Inactive,4/12/2014 1:54:54 PM,,Dog License S/N,,,,,DOH LT,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A11375983,,,,Sammy,,9/5/1997,,,Dog,,Terrier / Shih Tzu,,,,,Grey / Charcoal,,Yes / Male,
0861,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A11898716,,,,Kita,,11/18/2006,,,Dog,,"Terrier, American Staffordshire",,,,,Brown / White,,Yes / Female,
1152,,,Inactive,7/14/2014 11:19:29 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12085374,,,,Dobbi,,12/22/2005,,,Dog,,Lagotto Romagnolo,,,,,Brown / White,,Yes / Male,
5419,,,Expired,11/17/2012 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,11/17/2012,,No,,,,,,,,,,,,,
A12924942,,,,Lexi,,4/22/2008,,,Dog,,"Terrier, Soft Coated Wheaten",,,,,Tan,,Yes / Female,
4610,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13217195,,,,Dutchess,,6/20/2008,,,Dog,,Shetland Sheepdog / Mix,,,,,Brown / Black,,Yes / Female,
1417,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A11941360,,,,Teddy,,5/6/2011,,,Dog,,"Rhodesian Ridgeback / Retriever, Labrador",,,,,Tan,,Yes / Male,
4091,,,Expired,6/30/2011 12:00:00 AM,,Dog License S/N,,,,,DCACC,,,,,$15.00,,,
,,,,6/30/2011,,No,,,,,,,,,,,,,
A12911384,,,,Kubla,,4/19/2007,,,Dog,,"Retriever, Curly Coated",,,,,Black,,Yes / Male,
3820,,,Expired,3/7/2013 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,3/7/2013,,No,,,,,,,,,,,,,
A11845014,,,,Stoli,,11/10/2008,,,Dog,,Doberman Pinscher,,,,,Black / Brown,,Yes / Female,
5201,,,Expired,6/30/2012 12:00:00 AM,,Dog License S/N,,,,,Nichelle Bolden,,,,,$15.00,,,
,,,,6/30/2012,,No,,,,,,,,,,,,,
A13473149,,,,Poo,,6/30/2009,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brindle / White,,Yes / Female,
2440,,,Inactive,4/1/2014 10:14:29 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A12897723,,,,Chica,,1/16/2011,,,Dog,,"Terrier, Pit Bull",,,,,Brindle / White,,Yes / Female,
5099,,,Expired,8/13/2012 12:00:00 AM,,Dog License S/N,,,,,DCAC/NVB,,,,,$15.00,,,
,,,,8/13/2012,,No,,,,,,,,,,,,,
A13818904,,,,Moosw,,8/13/2008,,,Dog,,"Terrier, Pit Bull / Mix",,,,,White / Blue,,Yes / Male,
5205,,,Expired,7/1/2012 12:00:00 AM,,Dog License S/N,,,,,Nichelle Bolden,,,,,$15.00,,,
,,,,7/1/2012,,No,,,,,,,,,,,,,
A13483027,,,,Seema,,7/1/2006,,,Dog,,Lhasa Apso,,,,,Tan / Apricot,,Yes / Female,
1438,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A13521667,,,,Apple,,7/15/2003,,,Dog,,Maltese,,,,,White,,Yes / Male,
5425,,,Expired,11/1/2012 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,11/1/2012,,No,,,,,,,,,,,,,
A14418885,,,,Shaquil,,5/2/2010,,,Dog,,Chinese Crested / Mix,,,,,Tan / Cream,,Yes / Male,
5471,,,Cancelled (No longer owns),2/3/2012 12:00:00 AM,,Dog License S/N,,,,,DCACC,,,,,$15.00,,,
,,,,6/30/2012,,No,,,,,,,,,,,,,
A14618906,,,,Pearl,,12/8/2005,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / White,,Yes / Female,
5251,,,Expired,8/1/2012 12:00:00 AM,,Dog License S/N,,,,,DCACC,,,,,$15.00,,,
,,,,8/1/2012,,No,,,,,,,,,,,,,
A13717368,,,,Oliver,,8/1/2007,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,Yes / Male,
5180,,,Expired,12/23/2012 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,12/23/2012,,No,,,,,,,,,,,,,
A14906453,,,,Coco,,12/23/2008,,,Dog,,"Terrier, American Staffordshire / Mix",,,,,Black / White,,Yes / Female,
2285,,,Expired,1/9/2013 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,1/9/2013,,No,,,,,,,,,,,,,
A14950505,,,,Olivia,,1/2/2007,,,Dog,,Boxer / Mix,,,,,White / Brown,,Yes / Female,
5127,,,Expired,12/18/2012 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,12/18/2012,,No,,,,,,,,,,,,,
A14874497,,,,Leo,,12/18/1999,,,Dog,,Beagle / Mix,,,,,Brown / White,,Yes / Male,
5475,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DCACC,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A15010714,,,,Brave Little Toaster,,1/10/2009,,,Dog,,"Terrier, American Pit Bull",,,,,Tan / White,,Yes / Female,
0745,,,Inactive,7/24/2014 12:29:09 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,LIC Rabies,,7/24/2014,,,4/20/2017,,,
A10137297,,,,Lucy,,11/4/2009,,,Dog,,"Retriever, Labrador / Mix",,,,,Tan / White,,Yes / Female,
5246,,,Expired,6/25/2013 4:20:04 PM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,LIC Rabies,,6/26/2015,,,6/26/2016,,,
A13586683,,,,Byscut,,11/25/2004,,,Dog,,Shih Tzu,,,,,Tan / White,,Yes / Male,
2115,,,Inactive,12/17/2013 12:25:54 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A14264073,,,,Stringer Bell,,1/11/2011,,,Dog,,"Retriever, Labrador / Mix",,,,,White,,Yes / Male,
5445,,,Expired,11/15/2012 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,11/15/2012,,No,,,,,,,,,,,,,
A14509360,,,,Beyonce,,11/15/2009,,,Dog,,Affenpinscher,,,,,Black,,Yes / Female,
5332,,,Expired,10/18/2012 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
,,,,10/18/2012,,No,,,,,,,,,,,,,
A14313358,,,,Jake,,10/18/2003,,,Dog,,"Dachshund, Standard Smooth Haired / Mix",,,,,Red,,Yes / Male,
5430,,,Expired,11/7/2012 12:00:00 AM,,Dog License S/N,,,,,DCAC,,,,,$15.00,,,
,,,,11/7/2012,,No,,,,,,,,,,,,,
A14455397,,,,Sadie,,1/5/2011,,,Dog,,Hound / Mix,,,,,Black,,Yes / Female,
2449,,,Inactive,10/25/2014 1:17:32 PM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A14455397,,,,Sadie,,1/5/2011,,,Dog,,Hound / Mix,,,,,Black,,Yes / Female,
0302,,,Expired,4/27/2016 1:00:00 AM,,Dog License S/N,,,,,DC Department of Health,,,,,$15.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A14031983,,,,Spaghetti,,3/15/2010,,,Dog,,"Terrier, American Pit Bull / Mix",,,,,Black / White,,Yes / Female,
5346,,,Expired,10/13/2012 12:00:00 AM,,Dog License S/N,,,,,DC,,,,,$15.00,,,
